Sort ,State,FIPS,County,County Seat(s),Population,Land Area,Land Area,Water Area,Water Area,Total Area,Total Area,Latitude,Longitude
1628,MT,30059,Meagher,White Sulphur Springs,1891,2391.913,2391.913,2.848,2.848,2394.761,2394.761,46.585706,110.921781
1629,MT,30061,Mineral,Superior,4223,1219.437,1219.437,3.822,3.822,1223.259,1223.259,47.155213,115.064550
1630,MT,30063,Missoula,Missoula,109299,2593.424,2593.424,24.896,24.896,2618.320,2618.320,47.027263,113.892681
1631,MT,30065,Musselshell,Roundup,4538,1868.155,1868.155,2.752,2.752,1870.907,1870.907,46.505665,108.436982
1632,MT,30067,Park,Livingston,15636,2803.063,2803.063,10.430,10.430,2813.493,2813.493,45.421905,110.532798
1633,MT,30069,Petroleum,Winnett,494,1654.871,1654.871,18.933,18.933,1673.804,1673.804,47.141917,108.226575
1634,MT,30071,Phillips,Malta,4253,5140.035,5140.035,71.845,71.845,5211.880,5211.880,48.250155,107.928833
1635,MT,30073,Pondera,Conrad,6153,1622.863,1622.863,16.976,16.976,1639.839,1639.839,48.230312,112.219928
1636,MT,30075,Powder River,Broadus,1743,3297.298,3297.298,0.605,0.605,3297.903,3297.903,45.408890,105.555259
1637,MT,30077,Powell,Deer Lodge,7027,2326.392,2326.392,6.254,6.254,2332.646,2332.646,46.844225,112.931100
1638,MT,30079,Prairie,Terry,1179,1736.737,1736.737,5.829,5.829,1742.566,1742.566,46.852434,105.375808
1639,MT,30081,Ravalli,Hamilton,40212,2390.821,2390.821,9.381,9.381,2400.202,2400.202,46.079298,114.119065
1640,MT,30083,Richland,Sidney,9746,2084.143,2084.143,19.144,19.144,2103.287,2103.287,47.785513,104.563387
1641,MT,30085,Roosevelt,Wolf Point,10425,2354.793,2354.793,14.624,14.624,2369.417,2369.417,48.282747,104.995170
1642,MT,30087,Rosebud,Forsyth,9233,5010.402,5010.402,16.605,16.605,5027.007,5027.007,46.161734,106.701953
1643,MT,30089,Sanders,Thompson Falls,11413,2760.524,2760.524,29.460,29.460,2789.984,2789.984,47.756469,115.180225
1644,MT,30091,Sheridan,Plentywood,3384,1677.080,1677.080,29.013,29.013,1706.093,1706.093,48.705523,104.533913
1645,MT,30093,Silver Bow,Butte,34200,718.477,718.477,0.575,0.575,719.052,719.052,45.895959,112.660222
1646,MT,30095,Stillwater,Columbus,9117,1795.350,1795.350,9.233,9.233,1804.583,1804.583,45.663496,109.391752
1647,MT,30097,Sweet Grass,Big Timber,3651,1855.205,1855.205,6.829,6.829,1862.034,1862.034,45.813060,109.941312
1648,MT,30099,Teton,Choteau,6073,2272.375,2272.375,20.144,20.144,2292.519,2292.519,47.819035,112.281725
1649,MT,30101,Toole,Shelby,5324,1915.647,1915.647,30.119,30.119,1945.766,1945.766,48.645052,111.733493
1650,MT,30103,Treasure,Hysham,718,977.398,977.398,6.626,6.626,984.024,984.024,46.209636,107.280494
1651,MT,30105,Valley,Glasgow,7369,4925.819,4925.819,135.972,135.972,5061.791,5061.791,48.365713,106.687883
1652,MT,30107,Wheatland,Harlowton,2168,1423.195,1423.195,5.047,5.047,1428.242,1428.242,46.497047,109.857147
1653,MT,30109,Wibaux,Wibaux,1017,889.265,889.265,0.661,0.661,889.926,889.926,46.962866,104.274466
1654,MT,30111,Yellowstone,Billings,147972,2633.294,2633.294,15.738,15.738,2649.032,2649.032,45.936987,108.276656
1655,NE,31001,Adams,Hastings,31364,563.272,563.272,0.958,0.958,564.230,564.230,40.520632,98.500044
1656,NE,31003,Antelope,Neligh,6685,857.218,857.218,1.374,1.374,858.592,858.592,42.183225,98.058037
1657,NE,31005,Arthur,Arthur,460,715.355,715.355,2.952,2.952,718.307,718.307,41.570856,101.697045
1658,NE,31007,Banner,Harrisburg,690,746.114,746.114,0.153,0.153,746.267,746.267,41.539750,103.726263
1659,NE,31009,Blaine,Brewster,478,710.874,710.874,3.646,3.646,714.520,714.520,41.925230,99.990771
1660,NE,31011,Boone,Albion,5505,686.554,686.554,0.664,0.664,687.218,687.218,41.705400,98.066794
1661,NE,31013,Box Butte,Alliance,11308,1075.293,1075.293,2.544,2.544,1077.837,1077.837,42.215665,103.087821
1662,NE,31015,Boyd,Butte,2099,539.940,539.940,4.591,4.591,544.531,544.531,42.894448,98.773022
1663,NE,31017,Brown,Ainsworth,3145,1221.333,1221.333,3.789,3.789,1225.122,1225.122,42.349390,99.923176
1664,NE,31019,Buffalo,Kearney,46102,968.112,968.112,7.287,7.287,975.399,975.399,40.855226,99.074983
1665,NE,31021,Burt,Tekamah,6858,491.581,491.581,5.482,5.482,497.063,497.063,41.854179,96.337746
1666,NE,31023,Butler,David City,8395,584.907,584.907,5.905,5.905,590.812,590.812,41.226072,97.132040
1667,NE,31025,Cass,Plattsmouth,25241,557.446,557.446,8.445,8.445,565.891,565.891,40.909878,96.140609
1668,NE,31027,Cedar,Hartington,8852,740.312,740.312,5.535,5.535,745.847,745.847,42.604511,97.256824
1669,NE,31029,Chase,Imperial,3966,894.419,894.419,3.080,3.080,897.499,897.499,40.530390,101.694192
1670,NE,31031,Cherry,Valentine,5713,5960.422,5960.422,48.910,48.910,6009.332,6009.332,42.566985,101.072622
1671,NE,31033,Cheyenne,Sidney,9998,1196.287,1196.287,0.113,0.113,1196.400,1196.400,41.214236,103.011929
1672,NE,31035,Clay,Clay Center,6542,572.289,572.289,1.249,1.249,573.538,573.538,40.523669,98.051050
1673,NE,31037,Colfax,Schuyler,10515,411.660,411.660,4.856,4.856,416.516,416.516,41.574675,97.089455
1674,NE,31039,Cuming,West Point,9139,570.619,570.619,4.034,4.034,574.653,574.653,41.915865,96.788517
1675,NE,31041,Custer,Broken Bow,10939,2575.522,2575.522,0.360,0.360,2575.882,2575.882,41.393893,99.726866
1676,NE,31043,Dakota,Dakota City,21006,264.255,264.255,3.166,3.166,267.421,267.421,42.390456,96.562549
1677,NE,31045,Dawes,Chadron,9182,1396.464,1396.464,4.603,4.603,1401.067,1401.067,42.711214,103.134872
1678,NE,31047,Dawson,Lexington,24326,1013.096,1013.096,6.337,6.337,1019.433,1019.433,40.867378,99.815154
1679,NE,31049,Deuel,Chappell,1941,439.851,439.851,0.861,0.861,440.712,440.712,41.112988,102.332604
1680,NE,31051,Dixon,Ponca,6000,476.232,476.232,6.669,6.669,482.901,482.901,42.485280,96.855862
1681,NE,31053,Dodge,Fremont,36691,528.706,528.706,14.294,14.294,543.000,543.000,41.577008,96.645853
1682,NE,31055,Douglas,Omaha,517110,328.455,328.455,10.892,10.892,339.347,339.347,41.297091,96.154066
1683,NE,31057,Dundy,Benkelman,2008,919.678,919.678,1.176,1.176,920.854,920.854,40.180165,101.681133
1684,NE,31059,Fillmore,Geneva,5890,575.371,575.371,1.154,1.154,576.525,576.525,40.525040,97.596705
1685,NE,31061,Franklin,Franklin,3225,575.816,575.816,0.188,0.188,576.004,576.004,40.183203,98.962080
1686,NE,31063,Frontier,Stockville,2756,974.592,974.592,5.488,5.488,980.080,980.080,40.530947,100.406683
1687,NE,31065,Furnas,Beaver City,4959,719.132,719.132,1.512,1.512,720.644,720.644,40.191991,99.909661
1688,NE,31067,Gage,Beatrice,22311,851.491,851.491,8.467,8.467,859.958,859.958,40.255234,96.683453
1689,NE,31069,Garden,Oshkosh,2057,1704.283,1704.283,26.593,26.593,1730.876,1730.876,41.659381,102.328229
1690,NE,31071,Garfield,Burwell,2049,569.790,569.790,1.593,1.593,571.383,571.383,41.905572,98.922998
1691,NE,31073,Gosper,Elwood,2044,458.155,458.155,4.568,4.568,462.723,462.723,40.509838,99.824078
1692,NE,31075,Grant,Hyannis,614,776.224,776.224,7.000,7.000,783.224,783.224,41.915867,101.756875
1693,NE,31077,Greeley,Greeley,2538,569.811,569.811,0.845,0.845,570.656,570.656,41.567600,98.530566
1694,NE,31079,Hall,Grand Island,58607,546.289,546.289,5.856,5.856,552.145,552.145,40.866023,98.498004
1695,NE,31081,Hamilton,Aurora,9124,542.878,542.878,4.143,4.143,547.021,547.021,40.877145,98.021943
1696,NE,31083,Harlan,Alma,3423,553.466,553.466,20.595,20.595,574.061,574.061,40.178766,99.403418
1697,NE,31085,Hayes,Hayes Center,967,713.062,713.062,0.220,0.220,713.282,713.282,40.535786,101.055580
1698,NE,31087,Hitchcock,Trenton,2908,709.943,709.943,8.534,8.534,718.477,718.477,40.176896,101.044217
1699,NE,31089,Holt,O'Neill,10435,2412.399,2412.399,5.097,5.097,2417.496,2417.496,42.459287,98.784766
1700,NE,31091,Hooker,Mullen,736,721.121,721.121,0.341,0.341,721.462,721.462,41.918700,101.116810
1701,NE,31093,Howard,St. Paul,6274,569.337,569.337,6.255,6.255,575.592,575.592,41.219403,98.513303
1702,NE,31095,Jefferson,Fairbury,7547,570.185,570.185,5.485,5.485,575.670,575.670,40.175736,97.143103
1703,NE,31097,Johnson,Tecumseh,5217,376.051,376.051,0.682,0.682,376.733,376.733,40.395457,96.268562
1704,NE,31099,Kearney,Minden,6489,516.244,516.244,0.105,0.105,516.349,516.349,40.506269,98.948461
1705,NE,31101,Keith,Ogallala,8368,1061.600,1061.600,48.136,48.136,1109.736,1109.736,41.194404,101.644474
1706,NE,31103,Keya Paha,Springview,824,773.072,773.072,0.847,0.847,773.919,773.919,42.875480,99.718351
1707,NE,31105,Kimball,Kimball,3821,951.846,951.846,0.559,0.559,952.405,952.405,41.199155,103.711105
1708,NE,31107,Knox,Center,8701,1108.350,1108.350,31.371,31.371,1139.721,1139.721,42.634405,97.891349
1709,NE,31109,Lancaster,Lincoln,285407,837.548,837.548,8.833,8.833,846.381,846.381,40.783547,96.688658
1710,NE,31111,Lincoln,North Platte,36288,2564.068,2564.068,11.058,11.058,2575.126,2575.126,41.050322,100.744481
1711,NE,31113,Logan,Stapleton,763,570.660,570.660,0.465,0.465,571.125,571.125,41.542156,100.443665
1712,NE,31115,Loup,Taylor,632,568.290,568.290,2.809,2.809,571.099,571.099,41.897714,99.509764
1713,NE,31117,McPherson,Madison,539,858.976,858.976,1.035,1.035,860.011,860.011,41.596473,101.060237
1714,NE,31119,Madison,Tryon,34876,572.743,572.743,2.708,2.708,575.451,575.451,41.909929,97.606856
1715,NE,31121,Merrick,Central City,7845,484.881,484.881,9.617,9.617,494.498,494.498,41.169801,98.031051
1716,NE,31123,Morrill,Bridgeport,5042,1423.838,1423.838,6.023,6.023,1429.861,1429.861,41.732205,102.990599
1717,NE,31125,Nance,Fullerton,3735,441.633,441.633,6.598,6.598,448.231,448.231,41.402386,97.991408
1718,NE,31127,Nemaha,Auburn,7248,407.382,407.382,2.222,2.222,409.604,409.604,40.387448,95.850954
1719,NE,31129,Nuckolls,Nelson,4500,575.155,575.155,0.664,0.664,575.819,575.819,40.176492,98.046842
1720,NE,31131,Otoe,Nebraska City,15740,615.631,615.631,3.388,3.388,619.019,619.019,40.637992,96.131027
1721,NE,31133,Pawnee,Pawnee City,2773,431.075,431.075,1.874,1.874,432.949,432.949,40.137850,96.245225
1722,NE,31135,Perkins,Grant,2970,883.335,883.335,1.097,1.097,884.432,884.432,40.856065,101.636443
1723,NE,31137,Phelps,Holdrege,9188,539.790,539.790,0.636,0.636,540.426,540.426,40.516365,99.406557
1724,NE,31139,Pierce,Pierce,7266,573.249,573.249,1.344,1.344,574.593,574.593,42.271413,97.610992
1725,NE,31141,Platte,Columbus,32237,674.059,674.059,10.530,10.530,684.589,684.589,41.576866,97.513467
1726,NE,31143,Polk,Osceola,5406,438.345,438.345,2.297,2.297,440.642,440.642,41.187925,97.570663
1727,NE,31145,Red Willow,McCook,11055,716.985,716.985,1.021,1.021,718.006,718.006,40.169420,100.468576
1728,NE,31147,Richardson,Falls City,8363,551.840,551.840,2.733,2.733,554.573,554.573,40.123743,95.718603
1729,NE,31149,Rock,Bassett,1526,1008.318,1008.318,3.401,3.401,1011.719,1011.719,42.413325,99.458530
1730,NE,31151,Saline,Wilber,14200,574.018,574.018,2.291,2.291,576.309,576.309,40.516802,97.131755
1731,NE,31153,Sarpy,Papillion,158840,238.990,238.990,8.533,8.533,247.523,247.523,41.115064,96.109125
1732,NE,31155,Saunders,Wahoo,20780,750.234,750.234,9.586,9.586,759.820,759.820,41.223152,96.640923
1733,NE,31157,Scotts Bluff,Gering,36970,739.401,739.401,5.961,5.961,745.362,745.362,41.851589,103.705860
1734,NE,31159,Seward,Seward,16750,571.428,571.428,4.459,4.459,575.887,575.887,40.871944,97.140383
1735,NE,31161,Sheridan,Rushville,5469,2440.862,2440.862,28.935,28.935,2469.797,2469.797,42.507074,102.389698
1736,NE,31163,Sherman,Loup City,3152,565.828,565.828,5.816,5.816,571.644,571.644,41.218743,98.972849
1737,NE,31165,Sioux,Harrison,1311,2066.740,2066.740,0.723,0.723,2067.463,2067.463,42.483806,103.742605
1738,NE,31167,Stanton,Stanton,6129,427.949,427.949,3.054,3.054,431.003,431.003,41.904793,97.174724
1739,NE,31169,Thayer,Hebron,5228,573.807,573.807,1.168,1.168,574.975,574.975,40.173845,97.596263
1740,NE,31171,Thomas,Thedford,647,713.236,713.236,0.783,0.783,714.019,714.019,41.848620,100.506911
1741,NE,31173,Thurston,Pender,6940,393.584,393.584,2.494,2.494,396.078,396.078,42.154061,96.533943
1742,NE,31175,Valley,Ord,4260,568.048,568.048,2.410,2.410,570.458,570.458,41.564094,98.983484
1743,NE,31177,Washington,Blair,20234,389.958,389.958,3.239,3.239,393.197,393.197,41.533979,96.224574
1744,NE,31179,Wayne,Wayne,9595,442.915,442.915,0.420,0.420,443.335,443.335,42.210746,97.126243
1745,NE,31181,Webster,Red Cloud,3812,574.913,574.913,0.130,0.130,575.043,575.043,40.180646,98.498590
1746,NE,31183,Wheeler,Bartlett,818,575.182,575.182,0.409,0.409,575.591,575.591,41.937859,98.522289
1747,NE,31185,York,York,13665,572.510,572.510,3.319,3.319,575.829,575.829,40.873056,97.596742
1748,NV,32001,Churchill,Fallon,24877,4930.458,4930.458,93.600,93.600,5024.058,5024.058,39.525701,118.270419
1749,NV,32003,Clark,Las Vegas,1951269,7891.431,7891.431,169.381,169.381,8060.812,8060.812,36.214236,115.013819
1750,NV,32005,Douglas,Minden,46997,709.719,709.719,27.922,27.922,737.641,737.641,38.905129,119.609019
1751,NV,32007,Elko,Elko,48818,17169.834,17169.834,33.112,33.112,17202.946,17202.946,41.141133,115.351424
1752,NV,32009,Esmeralda,Goldfield,783,3581.876,3581.876,7.163,7.163,3589.039,3589.039,37.778966,117.632382
1753,NV,32011,Eureka,Eureka,1987,4175.684,4175.684,4.279,4.279,4179.963,4179.963,39.977788,116.272208
1754,NV,32013,Humboldt,Winnemucca,16528,9640.757,9640.757,17.065,17.065,9657.822,9657.822,41.407914,118.127592
1755,NV,32015,Lander,Battle Mountain,5775,5490.105,5490.105,29.384,29.384,5519.489,5519.489,39.900211,117.047240
1756,NV,32017,Lincoln,Pioche,5345,10633.202,10633.202,3.785,3.785,10636.987,10636.987,37.634605,114.863037
1757,NV,32019,Lyon,Yerington,51980,2001.187,2001.187,23.013,23.013,2024.200,2024.200,39.022214,119.197417
1758,NV,32021,Mineral,Hawthorne,4772,3752.844,3752.844,60.134,60.134,3812.978,3812.978,38.516647,118.416279
1759,NV,32023,Nye,Tonopah,43946,18181.924,18181.924,16.683,16.683,18198.607,18198.607,37.966379,116.459047
1760,NV,32027,Pershing,Lovelock,6753,6036.563,6036.563,30.863,30.863,6067.426,6067.426,40.439639,118.409477
1761,NV,32029,Storey,Virginia City,4010,262.920,262.920,0.723,0.723,263.643,263.643,39.438385,119.524646
1762,NV,32031,Washoe,Reno,421407,6302.366,6302.366,239.846,239.846,6542.212,6542.212,40.703311,119.710315
1763,NV,32033,White Pine,Ely,10030,8875.648,8875.648,21.112,21.112,8896.760,8896.760,39.417804,114.900945
1764,NV,32510,Carson City,—,55274,144.662,144.662,12.582,12.582,157.244,157.244,39.153447,119.743442
1765,NH,33001,Belknap,Laconia,60088,400.232,400.232,68.350,68.350,468.582,468.582,43.519109,71.425366
1766,NH,33003,Carroll,Ossipee,47818,931.061,931.061,61.373,61.373,992.434,992.434,43.867567,71.201665
1767,NH,33005,Cheshire,Keene,77117,706.660,706.660,22.439,22.439,729.099,729.099,42.925455,72.248217
1768,NH,33007,Coos,Lancaster,33055,1794.685,1794.685,35.049,35.049,1829.734,1829.734,44.652419,71.289383
1769,NH,33009,Grafton,Woodsville,89118,1708.749,1708.749,40.796,40.796,1749.545,1749.545,43.926488,71.842264
1770,NH,33011,Hillsborough,Manchester,400721,876.139,876.139,16.076,16.076,892.215,892.215,42.911643,71.723101
1771,NH,33013,Merrimack,Concord,146445,934.116,934.116,22.331,22.331,956.447,956.447,43.299485,71.680130
1772,NH,33015,Rockingham,Brentwood,295223,694.720,694.720,100.390,100.390,795.110,795.110,42.989360,71.099437
1773,NH,33017,Strafford,Dover,123143,368.975,368.975,15.027,15.027,384.002,384.002,43.293177,71.035927
1774,NH,33019,Sullivan,Newport,43742,537.313,537.313,14.681,14.681,551.994,551.994,43.361188,72.222084
1775,NJ,34001,Atlantic,Mays Landing,274549,555.704,555.704,116.122,116.122,671.826,671.826,39.469354,74.633758
1776,NJ,34003,Bergen,Hackensack,905116,233.009,233.009,13.662,13.662,246.671,246.671,40.959090,74.074522
1777,NJ,34005,Burlington,Mount Holly Township,448734,798.576,798.576,21.262,21.262,819.838,819.838,39.875786,74.663006
1778,NJ,34007,Camden,Camden,513657,221.263,221.263,6.030,6.030,227.293,227.293,39.802352,74.961251
1779,NJ,34009,Cape May,Cape May Court House,97265,251.425,251.425,368.992,368.992,620.417,620.417,39.086143,74.847716
1780,NJ,34011,Cumberland,Bridgeton,156898,483.703,483.703,193.918,193.918,677.621,677.621,39.328387,75.121644
1781,NJ,34013,Essex,Newark,783969,126.212,126.212,3.419,3.419,129.631,129.631,40.787217,74.246136
1782,NJ,34015,Gloucester,Woodbury,288288,322.005,322.005,15.172,15.172,337.177,337.177,39.721019,75.143708
1783,NJ,34017,Hudson,Jersey City,634266,46.191,46.191,16.122,16.122,62.313,62.313,40.731384,74.078627
1784,NJ,34019,Hunterdon,Flemington,128349,427.819,427.819,9.618,9.618,437.437,437.437,40.565283,74.911970
1785,NJ,34021,Mercer,Trenton,366513,224.557,224.557,4.331,4.331,228.888,228.888,40.282503,74.703724
1786,NJ,34023,Middlesex,New Brunswick,809858,308.914,308.914,13.913,13.913,322.827,322.827,40.439593,74.407585
1787,NJ,34025,Monmouth,Freehold Borough,630380,468.793,468.793,196.527,196.527,665.320,665.320,40.287056,74.152446
1788,NJ,34027,Morris,Morristown,492276,460.177,460.177,21.448,21.448,481.625,481.625,40.858581,74.547427
1789,NJ,34029,Ocean,Toms River,576567,628.781,628.781,286.620,286.620,915.401,915.401,39.865850,74.263027
1790,NJ,34031,Passaic,Paterson,501226,184.593,184.593,12.512,12.512,197.105,197.105,41.033763,74.300308
1791,NJ,34033,Salem,Salem,66083,331.899,331.899,40.430,40.430,372.329,372.329,39.573828,75.357356
1792,NJ,34035,Somerset,Somerville,323444,301.813,301.813,3.044,3.044,304.857,304.857,40.565522,74.619930
1793,NJ,34037,Sussex,Newton,149265,519.014,519.014,16.729,16.729,535.743,535.743,41.137424,74.691855
1794,NJ,34039,Union,Elizabeth,536499,102.855,102.855,2.546,2.546,105.401,105.401,40.659871,74.308696
1795,NJ,34041,Warren,Belvidere,108692,356.918,356.918,5.940,5.940,362.858,362.858,40.853524,75.009542
1796,NM,35001,Bernalillo,Albuquerque,662564,1160.828,1160.828,6.360,6.360,1167.188,1167.188,35.054002,106.669065
1797,NM,35003,Catron,Reserve,3725,6923.690,6923.690,5.481,5.481,6929.171,6929.171,33.901814,108.392097
1798,NM,35005,Chaves,Roswell,65645,6065.275,6065.275,9.848,9.848,6075.123,6075.123,33.361605,104.469837
1799,NM,35006,Cibola,Grants,27213,4539.480,4539.480,2.251,2.251,4541.731,4541.731,34.932050,108.000255
1800,NM,35007,Colfax,Raton,13750,3758.060,3758.060,10.162,10.162,3768.222,3768.222,36.612963,104.640126
1801,NM,35009,Curry,Clovis,48376,1404.797,1404.797,3.156,3.156,1407.953,1407.953,34.572984,103.346055
1802,NM,35011,De Baca,Fort Sumner,2022,2322.623,2322.623,11.259,11.259,2333.882,2333.882,34.351429,104.401527
1803,NM,35013,Dona Ana,Las Cruces,209233,3807.511,3807.511,6.869,6.869,3814.380,3814.380,32.350912,106.832182
1804,NM,35015,Eddy,Carlsbad,53829,4175.726,4175.726,21.796,21.796,4197.522,4197.522,32.457858,104.306471
1805,NM,35017,Grant,Silver City,29514,3961.625,3961.625,5.926,5.926,3967.551,3967.551,32.732087,108.381504
1806,NM,35019,Guadalupe,Santa Rosa,4687,3030.482,3030.482,1.115,1.115,3031.597,3031.597,34.869782,104.784968
1807,NM,35021,Harding,Mosquero,695,2125.442,2125.442,0.446,0.446,2125.888,2125.888,35.863152,103.829931
1808,NM,35023,Hidalgo,Lordsburg,4894,3436.861,3436.861,9.132,9.132,3445.993,3445.993,31.899658,108.745729
1809,NM,35025,Lea,Lovington,64727,4390.932,4390.932,3.270,3.270,4394.202,4394.202,32.795687,103.413271
1810,NM,35027,Lincoln,Carrizozo,20497,4831.091,4831.091,0.218,0.218,4831.309,4831.309,33.740941,105.449083
1811,NM,35028,Los Alamos,Los Alamos,17950,109.167,109.167,0.089,0.089,109.256,109.256,35.870047,106.307968
1812,NM,35029,Luna,Deming,25095,2965.188,2965.188,0.167,0.167,2965.355,2965.355,32.184482,107.746639
1813,NM,35031,McKinley,Gallup,71492,5449.809,5449.809,5.467,5.467,5455.276,5455.276,35.573732,108.255307
1814,NM,35033,Mora,Mora,4881,1931.274,1931.274,2.347,2.347,1933.621,1933.621,35.982841,104.921898
1815,NM,35035,Otero,Alamogordo,63797,6613.209,6613.209,14.293,14.293,6627.502,6627.502,32.588776,105.781079
1816,NM,35037,Quay,Tucumcari,9041,2874.349,2874.349,7.234,7.234,2881.583,2881.583,35.107018,103.548071
1817,NM,35039,Rio Arriba,Tierra Amarilla,40246,5860.837,5860.837,35.313,35.313,5896.150,5896.150,36.509669,106.693983
1818,NM,35041,Roosevelt,Portales,19846,2447.431,2447.431,7.222,7.222,2454.653,2454.653,34.021457,103.482725
1819,NM,35043,Sandoval,Aztec,131561,3710.650,3710.650,5.293,5.293,3715.943,3715.943,35.685073,106.882618
1820,NM,35045,San Juan,Las Vegas,130044,5513.067,5513.067,25.357,25.357,5538.424,5538.424,36.511625,108.324578
1821,NM,35047,San Miguel,Bernalillo,29393,4715.821,4715.821,19.838,19.838,4735.659,4735.659,35.476876,104.803515
1822,NM,35049,Santa Fe,Santa Fe,144170,1909.414,1909.414,1.457,1.457,1910.871,1910.871,35.513722,105.966441
1823,NM,35051,Sierra,Truth or Consequences,11988,4178.956,4178.956,57.268,57.268,4236.224,4236.224,33.119479,107.188161
1824,NM,35053,Socorro,Socorro,17866,6646.679,6646.679,2.070,2.070,6648.749,6648.749,33.991614,106.939003
1825,NM,35055,Taos,Taos,32937,2203.110,2203.110,1.307,1.307,2204.417,2204.417,36.576529,105.637987
1826,NM,35057,Torrance,Estancia,16383,3344.845,3344.845,0.888,0.888,3345.733,3345.733,34.634644,105.846836
1827,NM,35059,Union,Clayton,4549,3823.744,3823.744,7.131,7.131,3830.875,3830.875,36.488085,103.475723
1828,NM,35061,Valencia,Los Lunas,76569,1066.175,1066.175,2.119,2.119,1068.294,1068.294,34.716840,106.806582
1829,NY,36001,Albany,Albany,304204,522.804,522.804,10.498,10.498,533.302,533.302,42.588271,73.974014
1830,NY,36003,Allegany,Belmont,48946,1029.308,1029.308,5.079,5.079,1034.387,1034.387,42.247894,78.026176
1831,NY,36005,Bronx,—,1385108,42.096,42.096,15.382,15.382,57.478,57.478,40.848711,73.852939
1832,NY,36007,Broome,Binghamton,200600,705.766,705.766,9.749,9.749,715.515,715.515,42.161977,75.830291
1833,NY,36009,Cattaraugus,Little Valley,80317,1308.350,1308.350,14.135,14.135,1322.485,1322.485,42.244853,78.681006
1834,NY,36011,Cayuga,Auburn,80026,691.582,691.582,172.089,172.089,863.671,863.671,43.008546,76.574587
1835,NY,36013,Chautauqua,Mayville,134905,1060.226,1060.226,439.957,439.957,1500.183,1500.183,42.304216,79.407595
1836,NY,36015,Chemung,Elmira,88830,407.352,407.352,3.427,3.427,410.779,410.779,42.155281,76.747179
1837,NY,36017,Chenango,Norwich,50477,893.548,893.548,5.082,5.082,898.630,898.630,42.489732,75.604905
1838,NY,36019,Clinton,Plattsburgh,82128,1037.852,1037.852,79.674,79.674,1117.526,1117.526,44.752710,73.705648
1839,NY,36021,Columbia,Hudson,63096,634.705,634.705,13.560,13.560,648.265,648.265,42.247729,73.626805
1840,NY,36023,Cortland,Cortland,49336,498.760,498.760,2.758,2.758,501.518,501.518,42.593824,76.076265
1841,NY,36025,Delaware,Delhi,47980,1442.440,1442.440,25.006,25.006,1467.446,1467.446,42.193987,74.966728
1842,NY,36027,Dutchess,Poughkeepsie,297488,795.630,795.630,29.718,29.718,825.348,825.348,41.755009,73.739951
1843,NY,36029,Erie,Buffalo,919040,1042.693,1042.693,184.161,184.161,1226.854,1226.854,42.752759,78.778192
1844,NY,36031,Essex,Elizabethtown,39370,1794.228,1794.228,122.000,122.000,1916.228,1916.228,44.108971,73.777573
1845,NY,36033,Franklin,Malone,51599,1629.119,1629.119,68.353,68.353,1697.472,1697.472,44.594374,74.310670
1846,NY,36035,Fulton,Johnstown,55531,495.469,495.469,37.411,37.411,532.880,532.880,43.115609,74.423678
1847,NY,36037,Genesee,Batavia,60079,492.936,492.936,2.372,2.372,495.308,495.308,43.000910,78.192778
1848,NY,36039,Greene,Catskill,49221,647.161,647.161,10.888,10.888,658.049,658.049,42.286951,74.149495
1849,NY,36041,Hamilton,Lake Pleasant,4836,1717.373,1717.373,90.431,90.431,1807.804,1807.804,43.657879,74.502456
1850,NY,36043,Herkimer,Herkimer,64519,1411.470,1411.470,46.487,46.487,1457.957,1457.957,43.461635,74.894694
1851,NY,36045,Jefferson,Watertown,116229,1268.590,1268.590,588.632,588.632,1857.222,1857.222,43.995371,76.053522
1852,NY,36047,Kings,—,2504700,70.816,70.816,26.102,26.102,96.918,96.918,40.635133,73.950777
1853,NY,36049,Lewis,Lowville,27087,1274.679,1274.679,15.282,15.282,1289.961,1289.961,43.786397,75.442617
1854,NY,36051,Livingston,Geneseo,65393,631.763,631.763,8.496,8.496,640.259,640.259,42.727485,77.769780
1855,NY,36053,Madison,Wampsville,73442,654.842,654.842,6.441,6.441,661.283,661.283,42.910026,75.663575
1856,NY,36055,Monroe,Rochester,744344,657.205,657.205,709.524,709.524,1366.729,1366.729,43.464475,77.664656
1857,NY,36057,Montgomery,Fonda,50219,403.043,403.043,7.312,7.312,410.355,410.355,42.900891,74.435358
1858,NY,36059,Nassau,Mineola,1339532,284.716,284.716,168.518,168.518,453.234,453.234,40.729687,73.589384
1859,NY,36061,New York,—,1585873,22.829,22.829,10.762,10.762,33.591,33.591,40.776557,73.970174
1860,NY,36063,Niagara,Lockport,216469,522.359,522.359,617.310,617.310,1139.669,1139.669,43.456731,78.792143
1861,NY,36065,Oneida,Utica,234878,1212.429,1212.429,45.227,45.227,1257.656,1257.656,43.242727,75.434282
1862,NY,36067,Onondaga,Syracuse,467026,778.390,778.390,27.228,27.228,805.618,805.618,43.006530,76.196117
1863,NY,36069,Ontario,Canandaigua,107931,644.065,644.065,18.461,18.461,662.526,662.526,42.856695,77.303277
1864,NY,36071,Orange,Goshen,372813,811.686,811.686,26.959,26.959,838.645,838.645,41.402410,74.306252
1865,NY,36073,Orleans,Albion,42883,391.259,391.259,426.163,426.163,817.422,817.422,43.502287,78.229726
1866,NY,36075,Oswego,Oswego,122109,951.650,951.650,360.433,360.433,1312.083,1312.083,43.461443,76.209258
