Sort ,State,FIPS,County,County Seat(s),Population,Land Area,Land Area,Water Area,Water Area,Total Area,Total Area,Latitude,Longitude
550,HI,15007,Kauaʻi,Līhuʻe,67091,619.956,619.956,646.403,646.403,1266.359,1266.359,22.012038,159.705965
551,HI,15009,Maui,Wailuku,154834,1161.521,1161.521,1236.808,1236.808,2398.329,2398.329,20.855931,156.601550
552,ID,16001,Ada,Boise,392365,1052.576,1052.576,7.886,7.886,1060.462,1060.462,43.447861,116.244456
553,ID,16003,Adams,Council,3976,1363.056,1363.056,6.715,6.715,1369.771,1369.771,44.884583,116.431873
554,ID,16005,Bannock,Pocatello,82839,1111.988,1111.988,35.444,35.444,1147.432,1147.432,42.692939,112.228986
555,ID,16007,Bear Lake,Paris,5986,974.785,974.785,74.623,74.623,1049.408,1049.408,42.285833,111.327445
556,ID,16009,Benewah,St. Maries,9285,776.617,776.617,7.331,7.331,783.948,783.948,47.218451,116.633541
557,ID,16011,Bingham,Blackfoot,45607,2093.978,2093.978,26.428,26.428,2120.406,2120.406,43.216357,112.399206
558,ID,16013,Blaine,Hailey,21376,2643.586,2643.586,17.120,17.120,2660.706,2660.706,43.394482,113.955290
559,ID,16015,Boise,Idaho City,7028,1899.237,1899.237,7.449,7.449,1906.686,1906.686,43.987275,115.715111
560,ID,16017,Bonner,Sandpoint,40877,1734.573,1734.573,184.926,184.926,1919.499,1919.499,48.312512,116.596940
561,ID,16019,Bonneville,Idaho Falls,104234,1866.077,1866.077,34.559,34.559,1900.636,1900.636,43.395171,111.621878
562,ID,16021,Boundary,Bonners Ferry,10972,1268.560,1268.560,9.298,9.298,1277.858,1277.858,48.773065,116.524619
563,ID,16023,Butte,Arco,2891,2231.667,2231.667,2.030,2.030,2233.697,2233.697,43.685100,113.177627
564,ID,16025,Camas,Fairfield,1117,1074.493,1074.493,4.454,4.454,1078.947,1078.947,43.463396,114.804427
565,ID,16027,Canyon,Caldwell,188923,587.370,587.370,16.178,16.178,603.548,603.548,43.623051,116.708527
566,ID,16029,Caribou,Soda Springs,6963,1764.146,1764.146,34.429,34.429,1798.575,1798.575,42.786273,111.544172
567,ID,16031,Cassia,Burley,22952,2565.081,2565.081,15.201,15.201,2580.282,2580.282,42.288635,113.605498
568,ID,16033,Clark,Dubois,982,1764.185,1764.185,0.956,0.956,1765.141,1765.141,44.286251,112.361120
569,ID,16035,Clearwater,Orofino,8761,2457.274,2457.274,30.712,30.712,2487.986,2487.986,46.672570,115.653500
570,ID,16037,Custer,Challis,4368,4920.940,4920.940,16.366,16.366,4937.306,4937.306,44.273341,114.252251
571,ID,16039,Elmore,Mountain Home,27038,3074.738,3074.738,26.017,26.017,3100.755,3100.755,43.394826,115.470751
572,ID,16041,Franklin,Preston,12786,663.645,663.645,4.699,4.699,668.344,668.344,42.173589,111.822955
573,ID,16043,Fremont,St. Anthony,13242,1863.525,1863.525,32.159,32.159,1895.684,1895.684,44.218091,111.484429
574,ID,16045,Gem,Emmett,16719,560.900,560.900,4.805,4.805,565.705,565.705,44.061473,116.398784
575,ID,16047,Gooding,Gooding,15464,728.973,728.973,4.745,4.745,733.718,733.718,42.973185,114.821420
576,ID,16049,Idaho,Grangeville,16267,8477.352,8477.352,25.998,25.998,8503.350,8503.350,45.849237,115.467376
577,ID,16051,Jefferson,Rigby,26140,1093.501,1093.501,12.073,12.073,1105.574,1105.574,43.796965,112.318588
578,ID,16053,Jerome,Jerome,22374,597.185,597.185,4.967,4.967,602.152,602.152,42.691172,114.263009
579,ID,16055,Kootenai,Coeur d'Alene,138494,1244.125,1244.125,71.498,71.498,1315.623,1315.623,47.677113,116.694918
580,ID,16057,Latah,Moscow,37244,1075.996,1075.996,0.916,0.916,1076.912,1076.912,46.818920,116.730974
581,ID,16059,Lemhi,Salmon,7936,4563.387,4563.387,5.365,5.365,4568.752,4568.752,44.928789,113.887841
582,ID,16061,Lewis,Nezperce,3821,478.795,478.795,0.944,0.944,479.739,479.739,46.236328,116.423760
583,ID,16063,Lincoln,Shoshone,5208,1201.405,1201.405,4.482,4.482,1205.887,1205.887,42.986181,114.153899
584,ID,16065,Madison,Rexburg,37536,469.206,469.206,4.020,4.020,473.226,473.226,43.789709,111.656550
585,ID,16067,Minidoka,Rupert,20069,757.591,757.591,5.336,5.336,762.927,762.927,42.856937,113.640010
586,ID,16069,Nez Perce,Lewiston,39265,848.092,848.092,8.190,8.190,856.282,856.282,46.333766,116.760903
587,ID,16071,Oneida,Malad City,4286,1200.061,1200.061,1.543,1.543,1201.604,1201.604,42.183890,112.520465
588,ID,16073,Owyhee,Murphy,11526,7665.511,7665.511,31.471,31.471,7696.982,7696.982,42.593063,116.142655
589,ID,16075,Payette,Payette,22623,406.867,406.867,3.408,3.408,410.275,410.275,44.002740,116.748655
590,ID,16077,Power,American Falls,7817,1404.244,1404.244,38.422,38.422,1442.666,1442.666,42.694126,112.844407
591,ID,16079,Shoshone,Wallace,12765,2629.665,2629.665,5.458,5.458,2635.123,2635.123,47.347694,115.885092
592,ID,16081,Teton,Driggs,10170,449.456,449.456,1.104,1.104,450.560,450.560,43.760994,111.211765
593,ID,16083,Twin Falls,Twin Falls,77230,1921.213,1921.213,7.111,7.111,1928.324,1928.324,42.352309,114.665639
594,ID,16085,Valley,Cascade,9862,3664.515,3664.515,68.446,68.446,3732.961,3732.961,44.771532,115.637875
595,ID,16087,Washington,Weiser,10198,1452.982,1452.982,20.546,20.546,1473.528,1473.528,44.448213,116.797830
596,IL,17001,Adams,Quincy,67103,855.202,855.202,16.136,16.136,871.338,871.338,39.986053,91.194961
597,IL,17003,Alexander,Cairo,8238,235.509,235.509,17.092,17.092,252.601,252.601,37.183683,89.349506
598,IL,17005,Bond,Greenville,17768,380.279,380.279,2.481,2.481,382.760,382.760,38.885924,89.436592
599,IL,17007,Boone,Belvidere,54165,280.719,280.719,1.305,1.305,282.024,282.024,42.318983,88.824295
600,IL,17009,Brown,Mount Sterling,6937,305.607,305.607,1.598,1.598,307.205,307.205,39.962069,90.750310
601,IL,17011,Bureau,Princeton,34978,869.031,869.031,4.472,4.472,873.503,873.503,41.401304,89.528377
602,IL,17013,Calhoun,Hardin,5089,253.825,253.825,29.752,29.752,283.577,283.577,39.164262,90.666295
603,IL,17015,Carroll,Mount Carroll,15387,444.807,444.807,21.553,21.553,466.360,466.360,42.059084,89.926485
604,IL,17017,Cass,Virginia,13642,375.818,375.818,7.947,7.947,383.765,383.765,39.969202,90.245705
605,IL,17019,Champaign,Urbana,201081,996.266,996.266,2.127,2.127,998.393,998.393,40.139150,88.197201
606,IL,17021,Christian,Taylorville,34800,709.377,709.377,6.263,6.263,715.640,715.640,39.545524,89.279593
607,IL,17023,Clark,Marshall,16335,501.418,501.418,3.400,3.400,504.818,504.818,39.332364,87.791687
608,IL,17025,Clay,Louisville,13815,468.316,468.316,1.276,1.276,469.592,469.592,38.747312,88.483789
609,IL,17027,Clinton,Carlyle,37762,474.085,474.085,29.186,29.186,503.271,503.271,38.606423,89.423136
610,IL,17029,Coles,Charleston,53873,508.291,508.291,1.786,1.786,510.077,510.077,39.513680,88.220782
611,IL,17031,Cook,Chicago,5194675,945.326,945.326,689.533,689.533,1634.859,1634.859,41.894294,87.645455
612,IL,17033,Crawford,Robinson,19817,443.629,443.629,2.189,2.189,445.818,445.818,39.003730,87.757172
613,IL,17035,Cumberland,Toledo,11048,346.024,346.024,0.979,0.979,347.003,347.003,39.273121,88.240619
614,IL,17037,DeKalb,Clinton,105160,631.307,631.307,3.353,3.353,634.660,634.660,41.894613,88.768991
615,IL,17039,De Witt,Sycamore,16561,397.513,397.513,7.571,7.571,405.084,405.084,40.181499,88.901853
616,IL,17041,Douglas,Tuscola,19980,416.665,416.665,0.559,0.559,417.224,417.224,39.766078,88.222866
617,IL,17043,DuPage,Wheaton,916924,327.499,327.499,8.913,8.913,336.412,336.412,41.852058,88.086038
618,IL,17045,Edgar,Paris,18576,623.374,623.374,0.622,0.622,623.996,623.996,39.679037,87.747110
619,IL,17047,Edwards,Albion,6721,222.416,222.416,0.305,0.305,222.721,222.721,38.417095,88.047941
620,IL,17049,Effingham,Effingham,34242,478.777,478.777,1.229,1.229,480.006,480.006,39.047694,88.592786
621,IL,17051,Fayette,Vandalia,22140,716.482,716.482,8.861,8.861,725.343,725.343,39.001125,89.017923
622,IL,17053,Ford,Paxton,14081,485.616,485.616,0.626,0.626,486.242,486.242,40.594423,88.224746
623,IL,17055,Franklin,Benton,39561,408.889,408.889,22.555,22.555,431.444,431.444,37.991848,88.926246
624,IL,17057,Fulton,Lewistown,37069,865.595,865.595,16.979,16.979,882.574,882.574,40.465688,90.206793
625,IL,17059,Gallatin,Shawneetown,5589,323.071,323.071,5.111,5.111,328.182,328.182,37.768677,88.227964
626,IL,17061,Greene,Carrollton,13886,543.019,543.019,3.253,3.253,546.272,546.272,39.355444,90.387757
627,IL,17063,Grundy,Morris,50063,418.043,418.043,12.404,12.404,430.447,430.447,41.292410,88.401055
628,IL,17065,Hamilton,McLeansboro,8457,434.665,434.665,1.226,1.226,435.891,435.891,38.085226,88.539005
629,IL,17067,Hancock,Carthage,19104,793.726,793.726,20.670,20.670,814.396,814.396,40.405792,91.167988
630,IL,17069,Hardin,Elizabethtown,4320,177.528,177.528,4.051,4.051,181.579,181.579,37.517852,88.266148
631,IL,17071,Henderson,Oquawka,7331,378.872,378.872,16.348,16.348,395.220,395.220,40.815141,90.938480
632,IL,17073,Henry,Cambridge,50486,822.985,822.985,2.658,2.658,825.643,825.643,41.350021,90.130838
633,IL,17075,Iroquois,Watseka,29718,1117.316,1117.316,1.611,1.611,1118.927,1118.927,40.748867,87.833601
634,IL,17077,Jackson,Murphysboro,60218,584.081,584.081,18.298,18.298,602.379,602.379,37.786096,89.381212
635,IL,17079,Jasper,Newton,9698,494.510,494.510,3.610,3.610,498.120,498.120,39.004874,88.150763
636,IL,17081,Jefferson,Mount Vernon,38827,571.169,571.169,12.615,12.615,583.784,583.784,38.300780,88.924210
637,IL,17083,Jersey,Jerseyville,22985,369.271,369.271,7.857,7.857,377.128,377.128,39.080192,90.361365
638,IL,17085,Jo Daviess,Galena,22678,601.087,601.087,17.641,17.641,618.728,618.728,42.362391,90.211471
639,IL,17087,Johnson,Vienna,12582,343.915,343.915,4.949,4.949,348.864,348.864,37.460815,88.882962
640,IL,17089,Kane,Geneva,515269,520.058,520.058,4.143,4.143,524.201,524.201,41.939594,88.428040
641,IL,17091,Kankakee,Kankakee,113449,676.556,676.556,4.808,4.808,681.364,681.364,41.139494,87.861125
642,IL,17093,Kendall,Yorkville,114736,320.335,320.335,1.985,1.985,322.320,322.320,41.588140,88.430626
643,IL,17095,Knox,Galesburg,52919,716.395,716.395,3.417,3.417,719.812,719.812,40.930941,90.213761
644,IL,17097,Lake,Ottawa,703462,443.670,443.670,924.809,924.809,1368.479,1368.479,42.326444,87.436118
645,IL,17099,La Salle,Waukegan,113924,1135.124,1135.124,13.012,13.012,1148.136,1148.136,41.343341,88.885931
646,IL,17101,Lawrence,Lawrenceville,16833,372.178,372.178,1.961,1.961,374.139,374.139,38.718954,87.730221
647,IL,17103,Lee,Dixon,36031,724.896,724.896,4.057,4.057,728.953,728.953,41.747442,89.299351
648,IL,17105,Livingston,Pontiac,38950,1044.285,1044.285,1.642,1.642,1045.927,1045.927,40.894376,88.552852
649,IL,17107,Logan,Lincoln,30305,618.059,618.059,0.868,0.868,618.927,618.927,40.129070,89.365308
650,IL,17109,McDonough,Decatur,32612,589.407,589.407,0.777,0.777,590.184,590.184,40.455789,90.677579
651,IL,17111,McHenry,Woodstock,308760,603.171,603.171,7.642,7.642,610.813,610.813,42.324298,88.452245
652,IL,17113,McLean,Edwardsville,169572,1183.378,1183.378,2.892,2.892,1186.270,1186.270,40.494559,88.844539
653,IL,17115,Macon,Salem,110768,580.689,580.689,5.176,5.176,585.865,585.865,39.860237,88.961529
654,IL,17117,Macoupin,Lacon,47765,862.906,862.906,4.744,4.744,867.650,867.650,39.265900,89.926344
655,IL,17119,Madison,Havana,269282,715.582,715.582,24.980,24.980,740.562,740.562,38.827082,89.900195
656,IL,17121,Marion,Metropolis,39437,572.363,572.363,3.673,3.673,576.036,576.036,38.648396,88.920221
657,IL,17123,Marshall,Macomb,12640,386.789,386.789,11.725,11.725,398.514,398.514,41.031119,89.342371
658,IL,17125,Mason,Woodstock,14666,539.238,539.238,24.226,24.226,563.464,563.464,40.236993,89.913575
659,IL,17127,Massac,Bloomington,15429,237.218,237.218,4.596,4.596,241.814,241.814,37.216119,88.705658
660,IL,17129,Menard,Petersburg,12705,314.437,314.437,1.020,1.020,315.457,315.457,40.022569,89.794133
661,IL,17131,Mercer,Aledo,16434,561.202,561.202,7.492,7.492,568.694,568.694,41.204791,90.741433
662,IL,17133,Monroe,Waterloo,32957,385.011,385.011,13.025,13.025,398.036,398.036,38.277983,90.179078
663,IL,17135,Montgomery,Hillsboro,30104,703.687,703.687,5.990,5.990,709.677,709.677,39.228092,89.478007
664,IL,17137,Morgan,Jacksonville,35547,568.791,568.791,3.506,3.506,572.297,572.297,39.716806,90.202277
665,IL,17139,Moultrie,Sullivan,14846,335.943,335.943,8.534,8.534,344.477,344.477,39.636896,88.625726
666,IL,17141,Ogle,Oregon,53497,758.574,758.574,4.411,4.411,762.985,762.985,42.041884,89.320176
667,IL,17143,Peoria,Peoria,186494,619.209,619.209,11.390,11.390,630.599,630.599,40.785999,89.767358
668,IL,17145,Perry,Pinckneyville,22350,441.761,441.761,5.192,5.192,446.953,446.953,38.084385,89.368487
669,IL,17147,Piatt,Monticello,16729,439.202,439.202,0.260,0.260,439.462,439.462,40.009056,88.592328
670,IL,17149,Pike,Pittsfield,16430,831.381,831.381,17.503,17.503,848.884,848.884,39.625106,90.889034
671,IL,17151,Pope,Golconda,4470,368.770,368.770,5.532,5.532,374.302,374.302,37.417169,88.542374
672,IL,17153,Pulaski,Mound City,6161,199.185,199.185,4.044,4.044,203.229,203.229,37.215615,89.127755
673,IL,17155,Putnam,Hennepin,6006,160.161,160.161,12.063,12.063,172.224,172.224,41.198940,89.298386
674,IL,17157,Randolph,Chester,33476,575.500,575.500,21.705,21.705,597.205,597.205,38.056515,89.821210
675,IL,17159,Richland,Olney,16233,359.990,359.990,1.906,1.906,361.896,361.896,38.711550,88.085698
676,IL,17161,Rock Island,Rock Island,147546,427.636,427.636,23.652,23.652,451.288,451.288,41.468404,90.572203
677,IL,17163,St. Clair,Harrisburg,270056,657.759,657.759,16.274,16.274,674.033,674.033,38.470198,89.928546
678,IL,17165,Saline,Springfield,24913,379.819,379.819,6.961,6.961,386.780,386.780,37.751653,88.545031
679,IL,17167,Sangamon,Rushville,197465,868.302,868.302,8.717,8.717,877.019,877.019,39.756378,89.662311
680,IL,17169,Schuyler,Winchester,7544,437.273,437.273,4.059,4.059,441.332,441.332,40.156905,90.613464
681,IL,17171,Scott,Shelbyville,5355,250.913,250.913,1.858,1.858,252.771,252.771,39.636980,90.477759
682,IL,17173,Shelby,Belleville,22363,758.523,758.523,9.547,9.547,768.070,768.070,39.384926,88.798862
683,IL,17175,Stark,Toulon,5994,288.079,288.079,0.274,0.274,288.353,288.353,41.096908,89.797411
684,IL,17177,Stephenson,Freeport,47711,564.523,564.523,0.535,0.535,565.058,565.058,42.349726,89.665994
685,IL,17179,Tazewell,Pekin,135394,648.974,648.974,8.962,8.962,657.936,657.936,40.508074,89.516260
686,IL,17181,Union,Jonesboro,17808,413.459,413.459,8.689,8.689,422.148,422.148,37.475104,89.252875
687,IL,17183,Vermilion,Danville,81625,898.368,898.368,2.909,2.909,901.277,901.277,40.186740,87.726772
688,IL,17185,Wabash,Mount Carmel,11947,223.252,223.252,4.254,4.254,227.506,227.506,38.445821,87.839167
689,IL,17187,Warren,Monmouth,17707,542.405,542.405,0.646,0.646,543.051,543.051,40.850441,90.620223
690,IL,17189,Washington,Nashville,14716,562.572,562.572,1.334,1.334,563.906,563.906,38.353141,89.417187
691,IL,17191,Wayne,Fairfield,16760,713.814,713.814,1.672,1.672,715.486,715.486,38.431948,88.432129
692,IL,17193,White,Carmi,14665,494.766,494.766,7.095,7.095,501.861,501.861,38.087372,88.178585
693,IL,17195,Whiteside,Morrison,58498,684.250,684.250,12.277,12.277,696.527,696.527,41.750571,89.910957
694,IL,17197,Will,Joliet,677560,836.908,836.908,12.318,12.318,849.226,849.226,41.448474,87.978456
695,IL,17199,Williamson,Marion,66357,420.149,420.149,24.203,24.203,444.352,444.352,37.730353,88.930018
696,IL,17201,Winnebago,Rockford,295266,513.362,513.362,5.888,5.888,519.250,519.250,42.337396,89.161205
697,IL,17203,Woodford,Eureka,38664,527.799,527.799,14.843,14.843,542.642,542.642,40.789596,89.210301
698,IN,18001,Adams,Decatur,34387,339.028,339.028,0.938,0.938,339.966,339.966,40.745733,84.936131
699,IN,18003,Allen,Fort Wayne,355329,657.308,657.308,2.714,2.714,660.022,660.022,41.091855,85.072230
700,IN,18005,Bartholomew,Columbus,76794,406.908,406.908,2.617,2.617,409.525,409.525,39.205843,85.897999
701,IN,18007,Benton,Fowler,8854,406.418,406.418,0.091,0.091,406.509,406.509,40.608253,87.315479
702,IN,18009,Blackford,Hartford City,12766,165.080,165.080,0.503,0.503,165.583,165.583,40.472672,85.323730
703,IN,18011,Boone,Lebanon,56640,422.913,422.913,0.339,0.339,423.252,423.252,40.050892,86.469014
704,IN,18013,Brown,Nashville,15242,311.981,311.981,4.650,4.650,316.631,316.631,39.192585,86.239410
705,IN,18015,Carroll,Delphi,20155,372.224,372.224,2.795,2.795,375.019,375.019,40.584980,86.565141
706,IN,18017,Cass,Logansport,38966,412.155,412.155,2.693,2.693,414.848,414.848,40.753799,86.355169
707,IN,18019,Clark,Jeffersonville,110232,372.855,372.855,3.596,3.596,376.451,376.451,38.476217,85.711122
708,IN,18021,Clay,Brazil,26890,357.542,357.542,2.780,2.780,360.322,360.322,39.393951,87.115837
709,IN,18023,Clinton,Frankfort,33224,405.070,405.070,0.178,0.178,405.248,405.248,40.305944,86.477567
710,IN,18025,Crawford,English,10713,305.643,305.643,3.076,3.076,308.719,308.719,38.289433,86.440871
711,IN,18027,Daviess,Washington,31648,429.487,429.487,7.387,7.387,436.874,436.874,38.696155,87.076988
712,IN,18029,Dearborn,Lawrenceburg,50047,305.034,305.034,2.382,2.382,307.416,307.416,39.151491,84.973460
713,IN,18031,Decatur,Greensburg,25740,372.568,372.568,0.755,0.755,373.323,373.323,39.305980,85.499831
714,IN,18033,DeKalb,Auburn,42223,362.824,362.824,1.026,1.026,363.850,363.850,41.401189,85.000185
715,IN,18035,Delaware,Muncie,117671,392.124,392.124,3.785,3.785,395.909,395.909,40.227165,85.398856
716,IN,18037,Dubois,Jasper,41889,427.269,427.269,8.064,8.064,435.333,435.333,38.373344,86.873385
717,IN,18039,Elkhart,Goshen,197559,463.170,463.170,4.800,4.800,467.970,467.970,41.600693,85.863986
718,IN,18041,Fayette,Connersville,24277,215.014,215.014,0.148,0.148,215.162,215.162,39.639655,85.185032
719,IN,18043,Floyd,New Albany,74578,147.935,147.935,1.023,1.023,148.958,148.958,38.317937,85.911474
720,IN,18045,Fountain,Covington,17240,395.656,395.656,2.224,2.224,397.880,397.880,40.121282,87.234806
721,IN,18047,Franklin,Brookville,23087,384.430,384.430,6.620,6.620,391.050,391.050,39.409762,85.066964
722,IN,18049,Fulton,Rochester,20836,368.388,368.388,2.877,2.877,371.265,371.265,41.050384,86.265006
723,IN,18051,Gibson,Princeton,33503,487.486,487.486,11.679,11.679,499.165,499.165,38.317413,87.580566
724,IN,18053,Grant,Marion,70061,414.074,414.074,0.824,0.824,414.898,414.898,40.515758,85.654946
725,IN,18055,Greene,Bloomfield,33165,542.495,542.495,3.423,3.423,545.918,545.918,39.048600,87.005245
726,IN,18057,Hamilton,Noblesville,274569,394.267,394.267,8.170,8.170,402.437,402.437,40.049870,86.020586
727,IN,18059,Hancock,Greenfield,70002,306.016,306.016,1.009,1.009,307.025,307.025,39.822604,85.772904
728,IN,18061,Harrison,Corydon,39364,484.516,484.516,2.005,2.005,486.521,486.521,38.186440,86.103681
729,IN,18063,Hendricks,Danville,145448,406.911,406.911,1.866,1.866,408.777,408.777,39.768749,86.510287
730,IN,18065,Henry,New Castle,49462,391.876,391.876,2.956,2.956,394.832,394.832,39.929576,85.397338
731,IN,18067,Howard,Kokomo,82752,293.057,293.057,0.865,0.865,293.922,293.922,40.483537,86.114118
732,IN,18069,Huntington,Huntington,37124,382.651,382.651,5.071,5.071,387.722,387.722,40.826394,85.478598
733,IN,18071,Jackson,Brownstown,42376,509.312,509.312,4.601,4.601,513.913,513.913,38.911957,86.042516
734,IN,18073,Jasper,Rensselaer,33478,559.625,559.625,1.761,1.761,561.386,561.386,41.017688,87.118814
735,IN,18075,Jay,Portland,21253,383.905,383.905,0.177,0.177,384.082,384.082,40.434972,85.003380
736,IN,18077,Jefferson,Madison,32428,360.631,360.631,2.258,2.258,362.889,362.889,38.783604,85.440090
737,IN,18079,Jennings,Vernon,28525,376.583,376.583,1.762,1.762,378.345,378.345,38.996234,85.628111
738,IN,18081,Johnson,Franklin,139654,320.427,320.427,1.363,1.363,321.790,321.790,39.495986,86.094600
739,IN,18083,Knox,Vincennes,38440,516.031,516.031,8.014,8.014,524.045,524.045,38.688663,87.420182
740,IN,18085,Kosciusko,Warsaw,77358,531.381,531.381,23.012,23.012,554.393,554.393,41.244293,85.861575
741,IN,18087,LaGrange,Lagrange,37128,379.624,379.624,7.078,7.078,386.702,386.702,41.642468,85.426302
742,IN,18089,Lake,Crown Point,496005,498.961,498.961,127.599,127.599,626.560,626.560,41.472239,87.374337
743,IN,18091,LaPorte,LaPorte,111467,598.299,598.299,14.960,14.960,613.259,613.259,41.549011,86.744729
744,IN,18093,Lawrence,Bedford,46134,449.168,449.168,2.761,2.761,451.929,451.929,38.839815,86.487820
745,IN,18095,Madison,Anderson,131636,451.915,451.915,0.989,0.989,452.904,452.904,40.166203,85.722454
746,IN,18097,Marion,Indianapolis,903393,396.298,396.298,6.710,6.710,403.008,403.008,39.782976,86.135794
747,IN,18099,Marshall,Plymouth,47051,443.629,443.629,6.114,6.114,449.743,449.743,41.325003,86.269036
748,IN,18101,Martin,Shoals,10334,335.737,335.737,4.669,4.669,340.406,340.406,38.705322,86.801847
749,IN,18103,Miami,Peru,36903,373.842,373.842,3.546,3.546,377.388,377.388,40.772881,86.044259
750,IN,18105,Monroe,Bloomington,137974,394.509,394.509,16.812,16.812,411.321,411.321,39.160751,86.523325
751,IN,18107,Montgomery,Crawfordsville,38124,504.613,504.613,0.832,0.832,505.445,505.445,40.040296,86.892715
752,IN,18109,Morgan,Martinsville,68894,403.969,403.969,5.458,5.458,409.427,409.427,39.482646,86.447457
753,IN,18111,Newton,Kentland,14244,401.759,401.759,1.679,1.679,403.438,403.438,40.962399,87.402172
754,IN,18113,Noble,Albion,47536,410.843,410.843,6.590,6.590,417.433,417.433,41.400794,85.417850
755,IN,18115,Ohio,Rising Sun,6128,86.140,86.140,1.294,1.294,87.434,87.434,38.940527,84.964299
756,IN,18117,Orange,Paoli,19840,398.387,398.387,9.805,9.805,408.192,408.192,38.547381,86.489257
757,IN,18119,Owen,Spencer,21575,385.288,385.288,2.537,2.537,387.825,387.825,39.317339,86.838845
758,IN,18121,Parke,Rockville,17339,444.663,444.663,5.316,5.316,449.979,449.979,39.774250,87.196950
759,IN,18123,Perry,Tell City,19338,381.727,381.727,4.563,4.563,386.290,386.290,38.081436,86.626540
760,IN,18125,Pike,Petersburg,12845,334.238,334.238,6.856,6.856,341.094,341.094,38.397898,87.232532
761,IN,18127,Porter,Valparaiso,164343,418.153,418.153,103.628,103.628,521.781,521.781,41.509922,87.071308
762,IN,18129,Posey,Mount Vernon,25910,409.571,409.571,9.754,9.754,419.325,419.325,38.027614,87.868653
763,IN,18131,Pulaski,Winamac,13402,433.649,433.649,0.885,0.885,434.534,434.534,41.045272,86.692538
764,IN,18133,Putnam,Greencastle,37963,480.528,480.528,2.164,2.164,482.692,482.692,39.665545,86.853325
765,IN,18135,Randolph,Winchester,26171,452.379,452.379,0.935,0.935,453.314,453.314,40.164414,85.005004
766,IN,18137,Ripley,Versailles,28818,446.426,446.426,1.636,1.636,448.062,448.062,39.100230,85.260541
767,IN,18139,Rush,Rushville,17392,408.124,408.124,0.337,0.337,408.461,408.461,39.622312,85.466527
768,IN,18141,St. Joseph,South Bend,266931,457.850,457.850,3.535,3.535,461.385,461.385,41.617699,86.288159
769,IN,18143,Scott,Scottsburg,24181,190.397,190.397,2.351,2.351,192.748,192.748,38.679431,85.751898
770,IN,18145,Shelby,Shelbyville,44436,411.147,411.147,1.609,1.609,412.756,412.756,39.524135,85.792174
771,IN,18147,Spencer,Rockport,20952,396.744,396.744,4.682,4.682,401.426,401.426,38.009789,87.010645
772,IN,18149,Starke,Knox,23363,309.134,309.134,3.072,3.072,312.206,312.206,41.283220,86.647570
773,IN,18151,Steuben,Angola,34185,308.939,308.939,13.527,13.527,322.466,322.466,41.643437,85.002467
774,IN,18153,Sullivan,Sullivan,21475,447.142,447.142,6.974,6.974,454.116,454.116,39.089225,87.415843
775,IN,18155,Switzerland,Vevay,10613,220.633,220.633,2.806,2.806,223.439,223.439,38.825846,85.029679
776,IN,18157,Tippecanoe,Lafayette,172780,499.806,499.806,3.437,3.437,503.243,503.243,40.389260,86.893943
777,IN,18159,Tipton,Tipton,15936,260.541,260.541,0.026,0.026,260.567,260.567,40.310229,86.056207
778,IN,18161,Union,Liberty,7516,161.224,161.224,3.953,3.953,165.177,165.177,39.623111,84.925152
779,IN,18163,Vanderburgh,Evansville,179703,233.475,233.475,2.855,2.855,236.330,236.330,38.020070,87.586166
780,IN,18165,Vermillion,Newport,16212,256.878,256.878,3.052,3.052,259.930,259.930,39.854045,87.462071
781,IN,18167,Vigo,Terre Haute,107848,403.313,403.313,7.138,7.138,410.451,410.451,39.429143,87.390375
782,IN,18169,Wabash,Wabash,32888,412.434,412.434,8.541,8.541,420.975,420.975,40.843717,85.795175
783,IN,18171,Warren,Williamsport,8508,364.681,364.681,1.724,1.724,366.405,366.405,40.352658,87.375847
784,IN,18173,Warrick,Boonville,59689,384.815,384.815,6.238,6.238,391.053,391.053,38.097764,87.272023
785,IN,18175,Washington,Salem,28262,513.725,513.725,2.874,2.874,516.599,516.599,38.600613,86.104751
786,IN,18177,Wayne,Richmond,68917,401.740,401.740,2.601,2.601,404.341,404.341,39.863091,85.006735
787,IN,18179,Wells,Bluffton,27636,368.087,368.087,2.161,2.161,370.248,370.248,40.735273,85.212974
788,IN,18181,White,Monticello,24643,505.125,505.125,3.555,3.555,508.680,508.680,40.750950,86.864293
789,IN,18183,Whitley,Columbia City,33292,335.569,335.569,2.345,2.345,337.914,337.914,41.136426,85.501892
790,IA,19001,Adair,Greenfield,7682,569.271,569.271,1.003,1.003,570.274,570.274,41.328528,94.478164
791,IA,19003,Adams,Corning,4029,423.439,423.439,2.067,2.067,425.506,425.506,41.021656,94.696906
792,IA,19005,Allamakee,Waukon,14330,639.082,639.082,19.689,19.689,658.771,658.771,43.274964,91.382751
793,IA,19007,Appanoose,Centerville,12887,497.292,497.292,18.951,18.951,516.243,516.243,40.744683,92.870345
794,IA,19009,Audubon,Audubon,6119,442.961,442.961,0.445,0.445,443.406,443.406,41.679178,94.904312
795,IA,19011,Benton,Vinton,26076,716.265,716.265,2.224,2.224,718.489,718.489,42.092547,92.057630
796,IA,19013,Black Hawk,Waterloo,131090,565.769,565.769,6.911,6.911,572.680,572.680,42.472888,92.306059
797,IA,19015,Boone,Boone,26306,571.569,571.569,2.071,2.071,573.640,573.640,42.038601,93.939138
